-794|358.1613946730263
-414|-275.4672062486045
-658|715.6205162825916
-884|796.0506231364645
-874|810.846640817417
-587|574.0078267364113
-255|768.2852811183518
-131|-871.3475888649234
-942|-843.8421397181199
5|-909.0243449771498
-599|-910.572649437859
701|-931.9340085190302
-895|245.22069398987423
-285|392.9116423242515
517|-98.01224213251385
756|307.18449158531985
-434|925.7759109650817
919|-806.7613277235171
873|824.8499572445005
497|-429.7745904347421
-226|568.9170571934878
3|-922.339942208314
540|-749.7942004887998
264|290.94365808389284
-673|-202.13728366067357
-566|503.2971585654443
22|-252.60071163992097
-442|942.7734780202345
389|-505.26842778024906
819|582.8766449732948
1000|548.0477185217048
-121|343.3367986090136
-809|-561.9829443630371
-350|594.0846054960316
326|-55.8659269095956
